timestamp,backend,stage,ladder,shots,repeats,clip_theta_cmd,readout_mitigation,ridge,mfull_cond,tv_vs_target,l2_vs_target,fid_vs_target,tv_vs_sim,l2_vs_sim,fid_vs_sim,probs_raw_list,probs_mitig_list,q0_p0_raw,q0_p1_raw,q1_p0_raw,q1_p1_raw,q2_p0_raw,q2_p1_raw,q0_p0_mitig,q0_p1_mitig,q1_p0_mitig,q1_p1_mitig,q2_p0_mitig,q2_p1_mitig
20260308-124206,SIM,L0,B,200000,1,None,False,0.001,nan,0.75,0.6324555320567877,0.22499999998538278,0.0,0.0,1.0,"[0.5000000000974484, 0.0, 0.0, 0.0, 0.49999999990255156, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5000000000974484,0.49999999990255156,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,NMR,L0,B,2048,1,None,False,0.001,nan,0.5940250604615707,0.5043827897105732,0.5884285696679089,0.15597493953842934,0.13463857485146355,0.8439371877983932,"[0.4134009678388673, 0.010932138525733555, 0.05915124852691091, 0.037114221854322685, 0.43062409262270335, 0.016191797977712506, 0.012672902434209286, 0.019912630219540463]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5205985767458344,0.4794014232541656,0.8711489969650167,0.12885100303498334,0.9158492114226908,0.0841507885773092,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,NMR,L0,B,2048,1,None,False,0.001,nan,0.5768578058053317,0.4835370909099956,0.6153394746780521,0.1731421941946682,0.15835937527147126,0.8252583140288032,"[0.3770971828639927, 0.011523338725744157, 0.06431115292716937, 0.04836850081706709, 0.4497606229413391, 0.017783083871384938, 0.011174608820321634, 0.019981509032981033]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5013001753339733,0.4986998246660267,0.856164228402461,0.14383577159753913,0.9023435675528227,0.09765643244717721,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,NMR,L0,B,2048,1,None,False,0.001,nan,0.5588622989284743,0.5084418836741332,0.5940543833110314,0.192839194171369,0.17535387845404168,0.8039473695329201,"[0.4544078921797762, 0.02569426276407544, 0.03554173671354812, 0.013421122655191046, 0.3527529136488548, 0.032185970590152234, 0.03429460834855889, 0.051701493099843274]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5290650143125908,0.4709349856874092,0.8650410391828587,0.13495896081714132,0.8769971508907379,0.123002849109262,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,NMR,L0,B,2048,1,None,False,0.001,nan,0.5502113775467887,0.4762931117216449,0.6413417068203041,0.19978862245321122,0.1667432180153634,0.8000931969701665,"[0.4098296528254514, 0.014683360122178685, 0.04858986622600552, 0.04620285823679781, 0.3903817247213373, 0.03607892970123731, 0.017820799461038286, 0.03641280870595359]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5193057374104334,0.4806942625895665,0.8509736673702047,0.1490263326297952,0.8666220432338326,0.1333779567661674,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,NMR,L0,B,2048,1,None,False,0.001,nan,0.5498400972773163,0.4622970495599687,0.6411898113757322,0.2001599027226836,0.18042951136761623,0.7981612993497241,"[0.3633147002650906, 0.032504867780805434, 0.07503976282207807, 0.04838357295720573, 0.43652539701222576, 0.022331322086244207, 0.004789490529780072, 0.01711088654657011]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5192429038251798,0.48075709617482015,0.854676287144366,0.14532371285563397,0.8796693506291745,0.12033064937082548,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,NMR,L0,B,2048,5,None,False,0.001,nan,0.5656190293839276,0.48415978220846506,0.6276641513988184,0.1843809706160723,0.15431710657547637,0.8155974068787368,"[0.4036100791946356, 0.019067593583707455, 0.0565267534431424, 0.03869805530411687, 0.412008950189292, 0.024914220845346238, 0.016150481918781635, 0.029023865520977694]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5179024815256024,0.4820975184743976,0.8596008438129813,0.1403991561870186,0.8882962647458517,0.11170373525414826,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,SIM,L01,B,200000,1,None,False,0.001,nan,0.5,0.3872983346272808,0.49390105435240006,0.0,0.0,1.0,"[0.15000000008559006, 0.0, 0.3500000000118583, 0.0, 0.3499999999647434, 0.0, 0.14999999993780824, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5000000000974484,0.4999999999025516,0.5000000000503335,0.4999999999496666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,NMR,L01,B,2048,1,None,False,0.001,nan,0.3114895315072591,0.2594235214375212,0.8584822249891363,0.18851046849274095,0.17163099685983488,0.8040365657975421,"[0.12032023559639662, 0.05007558342972204, 0.21852796571044902, 0.0768070443171711, 0.3469814574125789, 0.01695787510858391, 0.1256598727878345, 0.04466996563726383]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4657308290537388,0.5342691709462613,0.5343351515472815,0.46566484845271844,0.8114895315072591,0.18851046849274086,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,NMR,L01,B,2048,1,None,False,0.001,nan,0.3160394470543502,0.2600720477212381,0.8634648290800466,0.18396055294564978,0.149927484853432,0.8129444794281805,"[0.12847921987508779, 0.0498090158345891, 0.23986200532722973, 0.04310137446196582, 0.3198781206867522, 0.04459751959497217, 0.12782010116528053, 0.046452643054122694]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.46125161549887245,0.5387483845011276,0.5427638759914013,0.4572361240085988,0.8160394470543503,0.18396055294564978,0.0,0.0,0.0,0.0,0.0,0.0
