timestamp,backend,stage,ladder,shots,repeats,clip_theta_cmd,readout_mitigation,ridge,mfull_cond,tv_vs_target,l2_vs_target,fid_vs_target,tv_vs_sim,l2_vs_sim,fid_vs_sim,probs_raw_list,probs_mitig_list,q0_p0_raw,q0_p1_raw,q1_p0_raw,q1_p1_raw,q2_p0_raw,q2_p1_raw,q0_p0_mitig,q0_p1_mitig,q1_p0_mitig,q1_p1_mitig,q2_p0_mitig,q2_p1_mitig
20260308-124206,NMR,L01,B,2048,1,None,False,0.001,nan,0.35057072176133697,0.2838434665658419,0.8289737868771934,0.17217618452803668,0.14230898806182615,0.8250247958218846,"[0.1526136653654861, 0.024217461064514174, 0.25892602024203065, 0.050268528252017636, 0.3248056695292317, 0.030851163307020295, 0.09409212561511089, 0.06422536662458844]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4860256749240486,0.5139743250759513,0.5324879592662523,0.4675120407337476,0.8304374807518594,0.16956251924814053,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,NMR,L01,B,2048,1,None,False,0.001,nan,0.29006580772878776,0.24260636860384527,0.8799909807592854,0.20993419227121224,0.16688659398597935,0.7871231402454231,"[0.14128011789317407, 0.057647316882661705, 0.2407192385564853, 0.06788270706906074, 0.2998373511478884, 0.035940782461792095, 0.10822910013123994, 0.04846338585769761]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5075293804013818,0.49247061959861804,0.5347055683855163,0.4652944316144836,0.7900658077287878,0.20993419227121213,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,NMR,L01,B,2048,1,None,False,0.001,nan,0.30210917531259457,0.2520630089609921,0.8661640523674907,0.20421489000361598,0.16243526540503753,0.7942240278025384,"[0.15085207298028055, 0.05805287581498033, 0.2545039325904454, 0.048551057925623614, 0.27507352263532764, 0.04128689094680155, 0.11620765468502099, 0.05547199242151999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5119599393113299,0.4880400606886702,0.5252653623773901,0.47473463762261,0.7966371828910745,0.20336281710892548,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,NMR,L01,B,2048,5,None,False,0.001,nan,0.3107905607057047,0.25693629144230995,0.8646623926545788,0.1910661100133338,0.154016999265764,0.8059176267358773,"[0.13870906234208502, 0.04796045060529347, 0.24250783248532803, 0.057322142405167774, 0.31331522428235575, 0.033926846283834, 0.11440177087689736, 0.05185667071903851]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4864994878378743,0.5135005121621257,0.5339115835135683,0.4660884164864316,0.8089338899866663,0.19106611001333376,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,SIM,FULL,B,200000,1,None,False,0.001,nan,1.3803947568336028e-10,1.0236114435367675e-10,0.9999999999999998,1.249000902703301e-16,9.813077866773594e-17,1.0,"[0.05000000004529277, 0.10000000004029724, 0.1500000000419197, 0.1999999999699386, 0.20000000001052967, 0.14999999995421368, 0.09999999996933845, 0.04999999996846971]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5000000000974483,0.4999999999025515,0.5000000000503333,0.4999999999496665,0.5000000000670806,0.4999999999329192,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,NMR,FULL,B,2048,1,None,False,0.001,nan,0.24307387063051722,0.20323153130985377,0.9193233254949589,0.24307387062137503,0.20323153127793891,0.9193233255354778,"[0.15651260685426968, 0.20412970612981005, 0.07758031291422232, 0.12093641755457722, 0.11613240253373386, 0.16594988532735908, 0.11648167231907844, 0.042276996366949406]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5591590434528793,0.4408409565471208,0.6427246008451727,0.35727539915482737,0.46670699462130427,0.5332930053786957,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,NMR,FULL,B,2048,1,None,False,0.001,nan,0.259763298552771,0.20618172032856386,0.9148802068573509,0.25976329848745305,0.20618172030232074,0.9148802068748416,"[0.08787994539002614, 0.18119810181945728, 0.1727861680160386, 0.10428096181883377, 0.07124277140077154, 0.11471296822762368, 0.15521854849372843, 0.1126805348335206]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5461451770443557,0.4538548229556443,0.45503378683787865,0.5449662131621213,0.4871274333005646,0.5128725666994354,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,NMR,FULL,B,2048,1,None,False,0.001,nan,0.26607074603955605,0.20966368382168493,0.9171910593642828,0.2660707459742381,0.20966368378935527,0.9171910593838603,"[0.06733007197686856, 0.20586045703979516, 0.16504129115813743, 0.10651669352412897, 0.09978531050115913, 0.07762724993515588, 0.1680745260180351, 0.10976439984671978]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5447485136989302,0.4552514863010699,0.4506030894529788,0.5493969105470213,0.5002311996542003,0.4997688003457998,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,NMR,FULL,B,2048,1,None,False,0.001,nan,0.23626835488428938,0.1826275049352709,0.9343374546191469,0.23626835486089115,0.18262750491512234,0.9343374546345398,"[0.09113999549769006, 0.16818982551612716, 0.13783438393559838, 0.14337196715615283, 0.09591894827699086, 0.08660634574696854, 0.182800605346081, 0.09413792852439115]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5405361721055684,0.4594638278944315,0.44185511503777664,0.5581448849622234,0.5076939330563603,0.49230606694363976,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,NMR,FULL,B,2048,1,None,False,0.001,nan,0.21601180143433368,0.19172547919358227,0.9334950015796001,0.21601180136901574,0.1917254791719199,0.9334950015980732,"[0.07415140404588584, 0.19243730826737102, 0.1552101941248366, 0.14060604369312962, 0.07665685338046276, 0.11672530149207394, 0.1878320706100806, 0.05638082438615967]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5624049501312232,0.43759504986877695,0.45997086718579355,0.5400291328142065,0.4938505221612658,0.5061494778387342,0.0,0.0,0.0,0.0,0.0,0.0
20260308-124206,NMR,FULL,B,2048,5,None,False,0.001,nan,0.230895505856409,0.18505182284529031,0.934933298476534,0.23089550583301077,0.1850518228166408,0.9349332984989314,"[0.09540280475294804, 0.19036307975451214, 0.1416904700297667, 0.12314241674936448, 0.09194725721862365, 0.11232435014583624, 0.16208148455740073, 0.08304813679154814]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5505987712865914,0.44940122871340876,0.4900374918719201,0.5099625081280801,0.49112201655873916,0.508877983441261,0.0,0.0,0.0,0.0,0.0,0.0
